Date,Daily Sterling overnight index average (SONIA) rate              [a] [b]             IUDSOIA
2024-06-14,5.2
2024-06-13,5.2
2024-06-12,5.2
2024-06-11,5.2
2024-06-10,5.2
2024-06-07,5.2
2024-06-06,5.2
2024-06-05,5.2
2024-06-04,5.2
2024-06-03,5.2
2024-05-31,5.2
2024-05-30,5.2
2024-05-29,5.2
2024-05-28,5.2
2024-05-24,5.2
2024-05-23,5.2
2024-05-22,5.2
2024-05-21,5.2
2024-05-20,5.2
2024-05-17,5.2
2024-05-16,5.2
2024-05-15,5.2
2024-05-14,5.2
2024-05-13,5.2
2024-05-10,5.2
2024-05-09,5.2
2024-05-08,5.2
2024-05-07,5.2
2024-05-03,5.2001
2024-05-02,5.2
2024-05-01,5.2
2024-04-30,5.1998
2024-04-29,5.2
2024-04-26,5.1999
2024-04-25,5.1998
2024-04-24,5.1993
2024-04-23,5.1997
2024-04-22,5.1993
2024-04-19,5.1984
2024-04-18,5.1984
2024-04-17,5.1984
2024-04-16,5.1984
2024-04-15,5.1984
2024-04-12,5.198
2024-04-11,5.198
2024-04-10,5.1978
2024-04-09,5.1976
2024-04-08,5.1949
2024-04-05,5.1949
2024-04-04,5.1949
2024-04-03,5.1952
2024-04-02,5.1956
2024-03-28,5.1911
2024-03-27,5.1899
2024-03-26,5.1896
2024-03-25,5.1898
2024-03-22,5.1906
2024-03-21,5.1894
2024-03-20,5.1892
2024-03-19,5.1894
2024-03-18,5.1886
2024-03-15,5.1894
2024-03-14,5.1888
2024-03-13,5.1889
2024-03-12,5.1887
2024-03-11,5.188
2024-03-08,5.1881
2024-03-07,5.1884
2024-03-06,5.1883
2024-03-05,5.1887
2024-03-04,5.1884
2024-03-01,5.1887
2024-02-29,5.1885
2024-02-28,5.1882
2024-02-27,5.1877
2024-02-26,5.1881
2024-02-23,5.1881
2024-02-22,5.1888
2024-02-21,5.188
2024-02-20,5.1879
2024-02-19,5.1874
2024-02-16,5.1881
2024-02-15,5.1885
2024-02-14,5.1888
2024-02-13,5.1888
2024-02-12,5.1882
2024-02-09,5.1885
2024-02-08,5.188
2024-02-07,5.189
2024-02-06,5.1894
2024-02-05,5.1884
2024-02-02,5.1885
2024-02-01,5.1878
2024-01-31,5.1881
2024-01-30,5.1884
2024-01-29,5.1879
2024-01-26,5.1882
2024-01-25,5.1882
2024-01-24,5.1875
2024-01-23,5.1873
2024-01-22,5.1879
2024-01-19,5.1876
2024-01-18,5.1883
2024-01-17,5.188
2024-01-16,5.1876
2024-01-15,5.1874
2024-01-12,5.1884
2024-01-11,5.1876
2024-01-10,5.1872
2024-01-09,5.1867
2024-01-08,5.1869
2024-01-05,5.1869
2024-01-04,5.187
2024-01-03,5.1863
2024-01-02,5.1863
2023-12-29,5.1869
2023-12-28,5.1867
2023-12-27,5.1863
2023-12-22,5.1867
2023-12-21,5.1861
2023-12-20,5.1864
2023-12-19,5.1863
2023-12-18,5.1865
2023-12-15,5.1858
2023-12-14,5.1859
2023-12-13,5.1874
2023-12-12,5.1878
2023-12-11,5.1876
2023-12-08,5.1872
2023-12-07,5.1875
2023-12-06,5.1874
2023-12-05,5.1875
2023-12-04,5.1878
2023-12-01,5.1886
2023-11-30,5.1881
2023-11-29,5.1879
2023-11-28,5.1879
2023-11-27,5.188
2023-11-24,5.1889
2023-11-23,5.1883
2023-11-22,5.1888
2023-11-21,5.1885
2023-11-20,5.1882
2023-11-17,5.1881
2023-11-16,5.1874
2023-11-15,5.1868
2023-11-14,5.1872
2023-11-13,5.1867
2023-11-10,5.1869
2023-11-09,5.1866
2023-11-08,5.1866
2023-11-07,5.1864
2023-11-06,5.1867
2023-11-03,5.187
2023-11-02,5.187
2023-11-01,5.1865
2023-10-31,5.1861
2023-10-30,5.1867
2023-10-27,5.1866
2023-10-26,5.1872
2023-10-25,5.1876
2023-10-24,5.1873
2023-10-23,5.1873
2023-10-20,5.188
2023-10-19,5.1873
2023-10-18,5.1872
2023-10-17,5.187
2023-10-16,5.1877
2023-10-13,5.1873
2023-10-12,5.187
2023-10-11,5.1866
2023-10-10,5.1869
2023-10-09,5.1873
2023-10-06,5.1871
2023-10-05,5.1872
2023-10-04,5.1872
2023-10-03,5.1867
2023-10-02,5.1868
2023-09-29,5.1867
2023-09-28,5.1859
2023-09-27,5.186
2023-09-26,5.1857
2023-09-25,5.1849
2023-09-22,5.1855
2023-09-21,5.1848
2023-09-20,5.1849
2023-09-19,5.1854
2023-09-18,5.185
2023-09-15,5.1854
2023-09-14,5.1847
2023-09-13,5.1851
2023-09-12,5.1853
2023-09-11,5.186
2023-09-08,5.1855
2023-09-07,5.1855
2023-09-06,5.185
2023-09-05,5.1853
2023-09-04,5.1853
2023-09-01,5.1852
2023-08-31,5.1852
2023-08-30,5.1855
2023-08-29,5.1853
2023-08-25,5.1852
2023-08-24,5.1855
2023-08-23,5.1859
2023-08-22,5.1843
2023-08-21,5.1841
2023-08-18,5.1843
2023-08-17,5.1843
2023-08-16,5.1838
2023-08-15,5.1834
2023-08-14,5.1829
2023-08-11,5.1829
2023-08-10,5.1829
2023-08-09,5.1827
2023-08-08,5.1829
2023-08-07,5.1829
2023-08-04,5.1826
2023-08-03,5.1823
2023-08-02,4.9304
2023-08-01,4.9307
2023-07-31,4.9304
2023-07-28,4.9315
2023-07-27,4.931
2023-07-26,4.931
2023-07-25,4.9308
2023-07-24,4.9309
2023-07-21,4.9306
2023-07-20,4.9305
2023-07-19,4.9303
2023-07-18,4.9301
2023-07-17,4.9299
2023-07-14,4.93
2023-07-13,4.93
2023-07-12,4.9298
2023-07-11,4.9299
2023-07-10,4.9302
2023-07-07,4.9297
2023-07-06,4.9296
2023-07-05,4.93
2023-07-04,4.9291
2023-07-03,4.929
2023-06-30,4.9286
2023-06-29,4.9284
2023-06-28,4.9279
2023-06-27,4.9281
2023-06-26,4.9282
2023-06-23,4.928
2023-06-22,4.9274
2023-06-21,4.4288
2023-06-20,4.4281
2023-06-19,4.428
2023-06-16,4.4279
2023-06-15,4.4284
2023-06-14,4.4283
2023-06-13,4.4281
2023-06-12,4.4283
2023-06-09,4.4281
2023-06-08,4.4279
2023-06-07,4.4278
2023-06-06,4.4279
2023-06-05,4.428
2023-06-02,4.4281
2023-06-01,4.4278
2023-05-31,4.4278
2023-05-30,4.4278
2023-05-26,4.4281
2023-05-25,4.4278
2023-05-24,4.4277
2023-05-23,4.4285
2023-05-22,4.4277
2023-05-19,4.4274
2023-05-18,4.4276
2023-05-17,4.4274
2023-05-16,4.4275
2023-05-15,4.4274
2023-05-12,4.4277
2023-05-11,4.4274
2023-05-10,4.1775
2023-05-09,4.1777
2023-05-05,4.1777
2023-05-04,4.1779
2023-05-03,4.1778
2023-05-02,4.1792
2023-04-28,4.1792
2023-04-27,4.1787
2023-04-26,4.1784
2023-04-25,4.1774
2023-04-24,4.1773
2023-04-21,4.1774
2023-04-20,4.1775
2023-04-19,4.1774
2023-04-18,4.1774
2023-04-17,4.1771
2023-04-14,4.1769
2023-04-13,4.1769
2023-04-12,4.1767
2023-04-11,4.1767
2023-04-06,4.177
2023-04-05,4.1769
2023-04-04,4.1767
2023-04-03,4.1769
2023-03-31,4.1777
2023-03-30,4.1768
2023-03-29,4.1767
2023-03-28,4.1766
2023-03-27,4.1765
2023-03-24,4.1765
2023-03-23,4.1759
2023-03-22,3.927
2023-03-21,3.9269
2023-03-20,3.9268
2023-03-17,3.9268
2023-03-16,3.9272
2023-03-15,3.9272
2023-03-14,3.927
2023-03-13,3.9275
2023-03-10,3.9274
2023-03-09,3.9274
2023-03-08,3.9273
2023-03-07,3.9275
2023-03-06,3.9273
2023-03-03,3.9272
2023-03-02,3.9273
2023-03-01,3.927
2023-02-28,3.927
2023-02-27,3.927
2023-02-24,3.9274
2023-02-23,3.927
2023-02-22,3.927
2023-02-21,3.9272
2023-02-20,3.9275
2023-02-17,3.9271
2023-02-16,3.9273
2023-02-15,3.9273
2023-02-14,3.9272
2023-02-13,3.9271
2023-02-10,3.927
2023-02-09,3.9267
2023-02-08,3.9269
2023-02-07,3.927
2023-02-06,3.9271
2023-02-03,3.9272
2023-02-02,3.9265
2023-02-01,3.4268
2023-01-31,3.4269
2023-01-30,3.4281
2023-01-27,3.4278
2023-01-26,3.4278
2023-01-25,3.4279
2023-01-24,3.4281
2023-01-23,3.4277
2023-01-20,3.4277
2023-01-19,3.4277
2023-01-18,3.4281
2023-01-17,3.4279
2023-01-16,3.4279
2023-01-13,3.4274
2023-01-12,3.4274
2023-01-11,3.4274
2023-01-10,3.4272
2023-01-09,3.4273
2023-01-06,3.4272
2023-01-05,3.4271
2023-01-04,3.4267
2023-01-03,3.4269
2022-12-30,3.4282
2022-12-29,3.4281
2022-12-28,3.4282
2022-12-23,3.4281
2022-12-22,3.4275
2022-12-21,3.4275
2022-12-20,3.4273
2022-12-19,3.4269
2022-12-16,3.4273
2022-12-15,3.4269
2022-12-14,2.9288
2022-12-13,2.9287
2022-12-12,2.9289
2022-12-09,2.9284
2022-12-08,2.9281
2022-12-07,2.9275
2022-12-06,2.9284
2022-12-05,2.9279
2022-12-02,2.9281
2022-12-01,2.9279
2022-11-30,2.9273
2022-11-29,2.9282
2022-11-28,2.9278
2022-11-25,2.9278
2022-11-24,2.9277
2022-11-23,2.9271
2022-11-22,2.9271
2022-11-21,2.9275
2022-11-18,2.9275
2022-11-17,2.9266
2022-11-16,2.9265
2022-11-15,2.9269
2022-11-14,2.9266
2022-11-11,2.9268
2022-11-10,2.9265
2022-11-09,2.9263
2022-11-08,2.9276
2022-11-07,2.9268
2022-11-04,2.9265
2022-11-03,2.9306
2022-11-02,2.1859
2022-11-01,2.1856
2022-10-31,2.1838
2022-10-28,2.1853
2022-10-27,2.1852
2022-10-26,2.1852
2022-10-25,2.1862
2022-10-24,2.1862
2022-10-21,2.185
2022-10-20,2.1851
2022-10-19,2.1843
2022-10-18,2.1842
2022-10-17,2.1839
2022-10-14,2.1844
2022-10-13,2.1862
2022-10-12,2.186
2022-10-11,2.1873
2022-10-10,2.1864
2022-10-07,2.1876
2022-10-06,2.1869
2022-10-05,2.1866
2022-10-04,2.186
2022-10-03,2.188
2022-09-30,2.1901
2022-09-29,2.189
2022-09-28,2.1891
2022-09-27,2.189
2022-09-26,2.189
2022-09-23,2.1884
2022-09-22,2.1876
2022-09-21,1.6903
2022-09-20,1.691
2022-09-16,1.6906
2022-09-15,1.691
2022-09-14,1.6914
2022-09-13,1.6911
2022-09-12,1.6911
2022-09-09,1.6919
2022-09-08,1.6903
2022-09-07,1.6907
2022-09-06,1.6913
2022-09-05,1.6907
2022-09-02,1.6911
2022-09-01,1.6902
2022-08-31,1.6896
2022-08-30,1.6905
2022-08-26,1.6904
2022-08-25,1.6901
2022-08-24,1.6905
2022-08-23,1.6907
2022-08-22,1.69
2022-08-19,1.6901
2022-08-18,1.6905
2022-08-17,1.6907
2022-08-16,1.689
2022-08-15,1.6895
2022-08-12,1.6897
2022-08-11,1.6904
2022-08-10,1.6898
2022-08-09,1.6905
2022-08-08,1.69
2022-08-05,1.6903
2022-08-04,1.6886
2022-08-03,1.1911
2022-08-02,1.1911
2022-08-01,1.191
2022-07-29,1.1909
2022-07-28,1.1909
2022-07-27,1.1909
2022-07-26,1.1909
2022-07-25,1.191
2022-07-22,1.1905
2022-07-21,1.1901
2022-07-20,1.1906
2022-07-19,1.1909
2022-07-18,1.1912
2022-07-15,1.1908
2022-07-14,1.1911
2022-07-13,1.1912
2022-07-12,1.1909
2022-07-11,1.1909
2022-07-08,1.1909
2022-07-07,1.1905
2022-07-06,1.1908
2022-07-05,1.1907
2022-07-04,1.1902
2022-07-01,1.1907
2022-06-30,1.1874
2022-06-29,1.1887
2022-06-28,1.1877
2022-06-27,1.1884
2022-06-24,1.1885
2022-06-23,1.1885
2022-06-22,1.1883
2022-06-21,1.1892
2022-06-20,1.1896
2022-06-17,1.1895
2022-06-16,1.1884
2022-06-15,0.9399
2022-06-14,0.9398
2022-06-13,0.9396
2022-06-10,0.9402
2022-06-09,0.9407
2022-06-08,0.9402
2022-06-07,0.9403
2022-06-06,0.9394
2022-06-01,0.9389
2022-05-31,0.941
2022-05-30,0.9384
2022-05-27,0.9383
2022-05-26,0.9388
2022-05-25,0.9384
2022-05-24,0.9391
2022-05-23,0.9393
2022-05-20,0.9389
2022-05-19,0.9392
2022-05-18,0.9394
2022-05-17,0.9398
2022-05-16,0.9398
2022-05-13,0.9398
2022-05-12,0.9401
2022-05-11,0.9405
2022-05-10,0.9397
2022-05-09,0.9403
2022-05-06,0.9409
2022-05-05,0.9382
2022-05-04,0.691
2022-05-03,0.6906
2022-04-29,0.6907
2022-04-28,0.6896
2022-04-27,0.6902
2022-04-26,0.6903
2022-04-25,0.6899
2022-04-22,0.6905
2022-04-21,0.6904
2022-04-20,0.6904
2022-04-19,0.6902
2022-04-14,0.6908
2022-04-13,0.6905
2022-04-12,0.6906
2022-04-11,0.6902
2022-04-08,0.6912
2022-04-07,0.6914
2022-04-06,0.6919
2022-04-05,0.6915
2022-04-04,0.6913
2022-04-01,0.6906
2022-03-31,0.6896
2022-03-30,0.69
2022-03-29,0.6907
2022-03-28,0.6901
2022-03-25,0.6905
2022-03-24,0.6907
2022-03-23,0.6908
2022-03-22,0.6906
2022-03-21,0.6912
2022-03-18,0.6913
2022-03-17,0.6886
2022-03-16,0.445
2022-03-15,0.445
2022-03-14,0.4445
2022-03-11,0.4449
2022-03-10,0.4451
2022-03-09,0.4444
2022-03-08,0.4444
2022-03-07,0.4448
2022-03-04,0.445
2022-03-03,0.4452
2022-03-02,0.445
2022-03-01,0.4451
2022-02-28,0.4451
2022-02-25,0.4449
2022-02-24,0.4451
2022-02-23,0.4451
2022-02-22,0.4449
2022-02-21,0.4442
2022-02-18,0.4453
2022-02-17,0.4449
2022-02-16,0.4449
2022-02-15,0.445
2022-02-14,0.4448
2022-02-11,0.4452
2022-02-10,0.4455
2022-02-09,0.445
2022-02-08,0.4448
2022-02-07,0.4457
2022-02-04,0.4453
2022-02-03,0.4403
2022-02-02,0.196
2022-02-01,0.1957
2022-01-31,0.1989
2022-01-28,0.1957
2022-01-27,0.1957
2022-01-26,0.1956
2022-01-25,0.1954
2022-01-24,0.1955
2022-01-21,0.1967
2022-01-20,0.1966
2022-01-19,0.1964
2022-01-18,0.1959
2022-01-17,0.196
2022-01-14,0.1959
2022-01-13,0.1959
2022-01-12,0.1958
2022-01-11,0.1952
2022-01-10,0.1948
2022-01-07,0.195
2022-01-06,0.1947
2022-01-05,0.1948
2022-01-04,0.1947
2021-12-31,0.1906
2021-12-30,0.1922
2021-12-29,0.1922
2021-12-24,0.1929
2021-12-23,0.1928
2021-12-22,0.1926
2021-12-21,0.1932
2021-12-20,0.1938
2021-12-17,0.1937
2021-12-16,0.1622
2021-12-15,0.045
2021-12-14,0.0453
2021-12-13,0.0453
2021-12-10,0.0451
2021-12-09,0.0458
2021-12-08,0.0457
2021-12-07,0.0453
2021-12-06,0.0456
2021-12-03,0.0457
2021-12-02,0.0457
2021-12-01,0.0459
2021-11-30,0.0455
2021-11-29,0.0464
2021-11-26,0.0461
2021-11-25,0.0465
2021-11-24,0.0462
2021-11-23,0.0466
2021-11-22,0.0468
2021-11-19,0.0464
2021-11-18,0.0467
2021-11-17,0.0469
2021-11-16,0.0465
2021-11-15,0.0473
2021-11-12,0.047
2021-11-11,0.0466
2021-11-10,0.0465
2021-11-09,0.0468
2021-11-08,0.0467
2021-11-05,0.0468
2021-11-04,0.0483
2021-11-03,0.0481
2021-11-02,0.048
2021-11-01,0.0477
2021-10-29,0.0503
2021-10-28,0.0481
2021-10-27,0.0485
2021-10-26,0.0498
2021-10-25,0.0498
2021-10-22,0.05
2021-10-21,0.05
2021-10-20,0.0501
2021-10-19,0.0499
2021-10-18,0.0504
2021-10-15,0.0502
2021-10-14,0.0508
2021-10-13,0.0508
2021-10-12,0.0514
2021-10-11,0.0505
2021-10-08,0.0507
2021-10-07,0.0512
2021-10-06,0.0513
2021-10-05,0.0505
2021-10-04,0.0503
2021-10-01,0.05
2021-09-30,0.0479
2021-09-29,0.0493
2021-09-28,0.0495
2021-09-27,0.0496
2021-09-24,0.05
2021-09-23,0.049
2021-09-22,0.0499
2021-09-21,0.05
2021-09-20,0.05
2021-09-17,0.0502
2021-09-16,0.0501
2021-09-15,0.0499
2021-09-14,0.0499
2021-09-13,0.0506
2021-09-10,0.0509
2021-09-09,0.0503
2021-09-08,0.0505
2021-09-07,0.0507
2021-09-06,0.0503
2021-09-03,0.0499
2021-09-02,0.0501
2021-09-01,0.0503
2021-08-31,0.0502
2021-08-27,0.0507
2021-08-26,0.0505
2021-08-25,0.0504
2021-08-24,0.0505
2021-08-23,0.0505
2021-08-20,0.0508
2021-08-19,0.051
2021-08-18,0.0505
2021-08-17,0.0503
2021-08-16,0.0505
2021-08-13,0.0504
2021-08-12,0.0504
2021-08-11,0.0503
2021-08-10,0.0501
2021-08-09,0.0498
2021-08-06,0.0503
2021-08-05,0.0503
2021-08-04,0.0504
2021-08-03,0.0503
2021-08-02,0.0504
2021-07-30,0.0506
2021-07-29,0.0504
2021-07-28,0.0507
2021-07-27,0.0507
2021-07-26,0.0502
2021-07-23,0.0507
2021-07-22,0.0507
2021-07-21,0.0507
2021-07-20,0.051
2021-07-19,0.0508
2021-07-16,0.0506
2021-07-15,0.0508
2021-07-14,0.0508
2021-07-13,0.0507
2021-07-12,0.0503
2021-07-09,0.0504
2021-07-08,0.0508
2021-07-07,0.0506
2021-07-06,0.0502
2021-07-05,0.0504
2021-07-02,0.0505
2021-07-01,0.0496
2021-06-30,0.0466
2021-06-29,0.0493
2021-06-28,0.0495
2021-06-25,0.0502
2021-06-24,0.05
2021-06-23,0.05
2021-06-22,0.0502
2021-06-21,0.0498
2021-06-18,0.0502
2021-06-17,0.05
2021-06-16,0.05
2021-06-15,0.0499
2021-06-14,0.0499
2021-06-11,0.0501
2021-06-10,0.0499
2021-06-09,0.0502
2021-06-08,0.0505
2021-06-07,0.0504
2021-06-04,0.05
2021-06-03,0.0502
2021-06-02,0.0498
2021-06-01,0.0498
2021-05-28,0.0516
2021-05-27,0.0501
2021-05-26,0.05
2021-05-25,0.0496
2021-05-24,0.0497
2021-05-21,0.0495
2021-05-20,0.0493
2021-05-19,0.049
2021-05-18,0.0493
2021-05-17,0.0483
2021-05-14,0.0497
2021-05-13,0.0494
2021-05-12,0.0492
2021-05-11,0.0488
2021-05-10,0.049
2021-05-07,0.0498
2021-05-06,0.0491
2021-05-05,0.0487
2021-05-04,0.0496
2021-04-30,0.0509
2021-04-29,0.0499
2021-04-28,0.0496
2021-04-27,0.0495
2021-04-26,0.0486
2021-04-23,0.0491
2021-04-22,0.0487
2021-04-21,0.0481
2021-04-20,0.048
2021-04-19,0.0482
2021-04-16,0.048
2021-04-15,0.0477
2021-04-14,0.0482
2021-04-13,0.0481
2021-04-12,0.0482
2021-04-09,0.0484
2021-04-08,0.0483
2021-04-07,0.0483
2021-04-06,0.0482
2021-04-01,0.0475
2021-03-31,0.0466
2021-03-30,0.0475
2021-03-29,0.048
2021-03-26,0.0481
2021-03-25,0.0481
2021-03-24,0.0481
2021-03-23,0.0481
2021-03-22,0.0489
2021-03-19,0.0485
2021-03-18,0.0493
2021-03-17,0.0494
2021-03-16,0.0493
2021-03-15,0.0497
2021-03-12,0.049
2021-03-11,0.0485
2021-03-10,0.0485
2021-03-09,0.049
2021-03-08,0.0491
2021-03-05,0.0488
2021-03-04,0.0494
2021-03-03,0.049
2021-03-02,0.0491
2021-03-01,0.0488
2021-02-26,0.0512
2021-02-25,0.0491
2021-02-24,0.049
2021-02-23,0.0486
2021-02-22,0.049
2021-02-19,0.0489
2021-02-18,0.049
2021-02-17,0.0487
2021-02-16,0.0483
2021-02-15,0.048
2021-02-12,0.0481
2021-02-11,0.0484
2021-02-10,0.0483
2021-02-09,0.0482
2021-02-08,0.048
2021-02-05,0.0482
2021-02-04,0.0484
2021-02-03,0.0486
2021-02-02,0.0485
2021-02-01,0.048
2021-01-29,0.0529
2021-01-28,0.0487
2021-01-27,0.0489
2021-01-26,0.0489
2021-01-25,0.0493
2021-01-22,0.0496
2021-01-21,0.0494
2021-01-20,0.0492
2021-01-19,0.05
2021-01-18,0.0495
2021-01-15,0.0498
2021-01-14,0.05
2021-01-13,0.0496
2021-01-12,0.0487
2021-01-11,0.0488
2021-01-08,0.0497
2021-01-07,0.0491
2021-01-06,0.0488
2021-01-05,0.0485
2021-01-04,0.0479
2020-12-31,0.0394
2020-12-30,0.048
2020-12-29,0.0483
2020-12-24,0.0474
2020-12-23,0.0478
2020-12-22,0.048
2020-12-21,0.0477
2020-12-18,0.0483
2020-12-17,0.0487
2020-12-16,0.0478
2020-12-15,0.0491
2020-12-14,0.0494
2020-12-11,0.0502
2020-12-10,0.0508
2020-12-09,0.0514
2020-12-08,0.051
2020-12-07,0.051
2020-12-04,0.0513
2020-12-03,0.0519
2020-12-02,0.0523
2020-12-01,0.0528
2020-11-30,0.054
2020-11-27,0.0542
2020-11-26,0.0535
2020-11-25,0.0535
2020-11-24,0.0536
2020-11-23,0.0536
2020-11-20,0.0543
2020-11-19,0.0536
2020-11-18,0.0538
2020-11-17,0.0533
2020-11-16,0.0539
2020-11-13,0.0536
2020-11-12,0.0542
2020-11-11,0.0535
2020-11-10,0.0533
2020-11-09,0.0532
2020-11-06,0.0534
2020-11-05,0.0533
2020-11-04,0.0537
2020-11-03,0.0533
2020-11-02,0.0539
2020-10-30,0.0547
2020-10-29,0.0543
2020-10-28,0.054
2020-10-27,0.0542
2020-10-26,0.0541
2020-10-23,0.0538
2020-10-22,0.0543
2020-10-21,0.0536
2020-10-20,0.0533
2020-10-19,0.0535
2020-10-16,0.0533
2020-10-15,0.0534
2020-10-14,0.0538
2020-10-13,0.0531
2020-10-12,0.0542
2020-10-09,0.0538
2020-10-08,0.0539
2020-10-07,0.054
2020-10-06,0.0537
2020-10-05,0.0539
2020-10-02,0.0539
2020-10-01,0.0538
2020-09-30,0.0509
2020-09-29,0.0533
2020-09-28,0.0541
2020-09-25,0.0541
2020-09-24,0.0539
2020-09-23,0.0539
2020-09-22,0.0541
2020-09-21,0.0538
2020-09-18,0.054
2020-09-17,0.0546
2020-09-16,0.0558
2020-09-15,0.0556
2020-09-14,0.0557
2020-09-11,0.0569
2020-09-10,0.0552
2020-09-09,0.055
2020-09-08,0.0557
2020-09-07,0.0556
2020-09-04,0.056
2020-09-03,0.0561
2020-09-02,0.0547
2020-09-01,0.0552
2020-08-28,0.0545
2020-08-27,0.0559
2020-08-26,0.0547
2020-08-25,0.0553
2020-08-24,0.0545
2020-08-21,0.0556
2020-08-20,0.0557
2020-08-19,0.0562
2020-08-18,0.0553
2020-08-17,0.0563
2020-08-14,0.0568
2020-08-13,0.0571
2020-08-12,0.0563
2020-08-11,0.0561
2020-08-10,0.0572
2020-08-07,0.0584
2020-08-06,0.0573
2020-08-05,0.0572
2020-08-04,0.0568
2020-08-03,0.0574
2020-07-31,0.0603
2020-07-30,0.0601
2020-07-29,0.0591
2020-07-28,0.0598
2020-07-27,0.0584
2020-07-24,0.0588
2020-07-23,0.0584
2020-07-22,0.0587
2020-07-21,0.0602
2020-07-20,0.0601
2020-07-17,0.06
2020-07-16,0.0618
2020-07-15,0.0609
2020-07-14,0.0605
2020-07-13,0.0599
2020-07-10,0.0599
2020-07-09,0.0594
2020-07-08,0.0596
2020-07-07,0.059
2020-07-06,0.0592
2020-07-03,0.0608
2020-07-02,0.0608
2020-07-01,0.0611
2020-06-30,0.0603
2020-06-29,0.0619
2020-06-26,0.0633
2020-06-25,0.063
2020-06-24,0.0626
2020-06-23,0.0621
2020-06-22,0.0636
2020-06-19,0.0637
2020-06-18,0.0624
2020-06-17,0.0636
2020-06-16,0.0627
2020-06-15,0.0634
2020-06-12,0.0651
2020-06-11,0.0651
2020-06-10,0.0657
2020-06-09,0.066
2020-06-08,0.066
2020-06-05,0.0679
2020-06-04,0.0693
2020-06-03,0.0685
2020-06-02,0.0686
2020-06-01,0.0665
2020-05-29,0.0679
2020-05-28,0.068
2020-05-27,0.0677
2020-05-26,0.0671
2020-05-22,0.0683
2020-05-21,0.0683
2020-05-20,0.0688
2020-05-19,0.068
2020-05-18,0.0683
2020-05-15,0.0675
2020-05-14,0.0672
2020-05-13,0.0684
2020-05-12,0.0667
2020-05-11,0.0667
2020-05-07,0.0674
2020-05-06,0.0668
2020-05-05,0.0665
2020-05-04,0.0659
2020-05-01,0.0658
2020-04-30,0.0666
2020-04-29,0.0673
2020-04-28,0.0665
2020-04-27,0.0652
2020-04-24,0.0662
2020-04-23,0.0673
2020-04-22,0.0683
2020-04-21,0.0672
2020-04-20,0.0661
2020-04-17,0.0643
2020-04-16,0.0632
2020-04-15,0.0634
2020-04-14,0.0635
2020-04-09,0.066
2020-04-08,0.0641
2020-04-07,0.0661
2020-04-06,0.0657
2020-04-03,0.064
2020-04-02,0.0653
2020-04-01,0.0712
2020-03-31,0.0729
2020-03-30,0.0714
2020-03-27,0.071
2020-03-26,0.0729
2020-03-25,0.075
2020-03-24,0.0736
2020-03-23,0.0723
2020-03-20,0.0706
2020-03-19,0.2134
2020-03-18,0.2148
2020-03-17,0.2135
2020-03-16,0.2096
2020-03-13,0.2093
2020-03-12,0.2093
2020-03-11,0.2092
2020-03-10,0.7091
2020-03-09,0.7091
2020-03-06,0.7087
2020-03-05,0.7089
2020-03-04,0.71
2020-03-03,0.7098
2020-03-02,0.7089
2020-02-28,0.7098
2020-02-27,0.7106
2020-02-26,0.7114
2020-02-25,0.7109
2020-02-24,0.7105
2020-02-21,0.7112
2020-02-20,0.711
2020-02-19,0.7102
2020-02-18,0.7095
2020-02-17,0.7092
2020-02-14,0.7103
2020-02-13,0.7106
2020-02-12,0.7098
2020-02-11,0.7097
2020-02-10,0.7095
2020-02-07,0.7112
2020-02-06,0.7107
2020-02-05,0.7107
2020-02-04,0.7104
2020-02-03,0.7104
2020-01-31,0.7117
2020-01-30,0.7099
2020-01-29,0.7103
2020-01-28,0.7096
2020-01-27,0.7089
2020-01-24,0.7106
2020-01-23,0.7104
2020-01-22,0.7117
2020-01-21,0.7117
2020-01-20,0.7117
2020-01-17,0.712
2020-01-16,0.7117
2020-01-15,0.7125
2020-01-14,0.7111
2020-01-13,0.7107
2020-01-10,0.7117
2020-01-09,0.7123
2020-01-08,0.7124
2020-01-07,0.712
2020-01-06,0.7124
2020-01-03,0.711
2020-01-02,0.7125
2019-12-31,0.7098
2019-12-30,0.7107
2019-12-27,0.71
2019-12-24,0.7094
2019-12-23,0.7102
2019-12-20,0.7108
2019-12-19,0.7113
2019-12-18,0.7106
2019-12-17,0.7104
2019-12-16,0.7111
2019-12-13,0.7113
2019-12-12,0.7104
2019-12-11,0.7098
2019-12-10,0.7103
2019-12-09,0.7095
2019-12-06,0.7086
2019-12-05,0.7097
2019-12-04,0.7091
2019-12-03,0.7092
2019-12-02,0.7091
2019-11-29,0.7123
2019-11-28,0.71
2019-11-27,0.7105
2019-11-26,0.7097
2019-11-25,0.7097
2019-11-22,0.7104
2019-11-21,0.7107
2019-11-20,0.7108
2019-11-19,0.7106
2019-11-18,0.7099
2019-11-15,0.7085
2019-11-14,0.7091
2019-11-13,0.7109
2019-11-12,0.7103
2019-11-11,0.7112
2019-11-08,0.71
2019-11-07,0.7108
2019-11-06,0.7115
2019-11-05,0.7105
2019-11-04,0.7117
2019-11-01,0.7119
2019-10-31,0.7106
2019-10-30,0.7107
2019-10-29,0.7107
2019-10-28,0.7106
2019-10-25,0.7097
2019-10-24,0.7108
2019-10-23,0.7124
2019-10-22,0.7116
2019-10-21,0.7111
2019-10-18,0.7101
2019-10-17,0.7107
2019-10-16,0.7109
