Gmt time,Open,High,Low,Close,Volume
31.12.2013 22:00:00.000,174.260,174.260,174.260,174.260,0
01.01.2014 22:00:00.000,174.329,174.834,171.834,172.381,147167.31989999997
02.01.2014 22:00:00.000,172.362,172.509,171.045,172.106,134992.35909999997
03.01.2014 22:00:00.000,172.106,172.106,172.106,172.106,0
04.01.2014 22:00:00.000,172.106,172.106,172.106,172.106,0
05.01.2014 22:00:00.000,171.924,172.229,170.409,170.969,139775.85920000004
06.01.2014 22:00:00.000,170.947,171.699,170.830,171.538,126519.31959999999
07.01.2014 22:00:00.000,171.534,172.839,171.500,172.444,141823.44079999998
08.01.2014 22:00:00.000,172.444,173.129,172.191,172.740,122572.73949999998
09.01.2014 22:00:00.000,172.734,173.030,171.247,171.652,134159.5915
10.01.2014 22:00:00.000,171.652,171.652,171.652,171.652,0
11.01.2014 22:00:00.000,171.652,171.652,171.652,171.652,0
12.01.2014 22:00:00.000,171.409,171.657,168.342,168.723,134352.4002
13.01.2014 22:00:00.000,168.722,171.439,168.690,171.301,147955.17719999998
14.01.2014 22:00:00.000,171.284,171.584,170.437,171.147,129830.61069999998
15.01.2014 22:00:00.000,171.155,171.787,170.194,170.640,128478.2206
16.01.2014 22:00:00.000,170.635,171.873,170.170,171.232,119141.30169999998
17.01.2014 22:00:00.000,171.232,171.232,171.232,171.232,0
18.01.2014 22:00:00.000,171.232,171.232,171.232,171.232,0
19.01.2014 22:00:00.000,171.093,171.482,170.302,171.106,86345.481
20.01.2014 22:00:00.000,171.104,172.369,171.064,171.836,127047.0896
21.01.2014 22:00:00.000,171.811,173.298,171.319,173.224,137851.13020000004
22.01.2014 22:00:00.000,173.224,173.643,171.212,171.803,189051.18029999998
23.01.2014 22:00:00.000,171.805,172.317,168.546,168.546,210147.60960000003
24.01.2014 22:00:00.000,168.546,168.546,168.546,168.546,0
25.01.2014 22:00:00.000,168.546,168.546,168.546,168.546,0
26.01.2014 22:00:00.000,168.709,170.536,167.732,170.059,206616.03090000004
27.01.2014 22:00:00.000,170.069,171.314,169.894,170.659,156404.13830000002
28.01.2014 22:00:00.000,170.624,171.459,168.695,169.402,205106.08059999996
29.01.2014 22:00:00.000,169.391,169.779,168.169,169.309,185011.9406
30.01.2014 22:00:00.000,169.322,169.741,167.574,167.644,187955.04020000002
31.01.2014 22:00:00.000,167.644,167.644,167.644,167.644,0
01.02.2014 22:00:00.000,167.644,167.644,167.644,167.644,0
02.02.2014 22:00:00.000,167.473,168.214,164.290,164.635,190209.13019999999
03.02.2014 22:00:00.000,164.624,166.024,163.876,165.924,176352.16939999996
04.02.2014 22:00:00.000,165.922,166.154,163.949,165.433,173127.36219999995
05.02.2014 22:00:00.000,165.433,166.826,165.049,166.639,155514.28999999998
06.02.2014 22:00:00.000,166.634,168.044,166.162,167.959,150403.6001
07.02.2014 22:00:00.000,167.959,167.959,167.959,167.959,0
08.02.2014 22:00:00.000,167.959,167.959,167.959,167.959,0
09.02.2014 22:00:00.000,168.102,168.436,167.200,167.729,116058.23950000004
10.02.2014 22:00:00.000,167.724,169.086,167.504,168.797,131682.1507
11.02.2014 22:00:00.000,168.816,170.229,168.317,170.140,141002.41039999996
12.02.2014 22:00:00.000,170.144,170.426,169.236,170.189,147245.3808
13.02.2014 22:00:00.000,170.187,170.606,169.115,170.470,136526.551
14.02.2014 22:00:00.000,170.470,170.470,170.470,170.470,0
15.02.2014 22:00:00.000,170.470,170.470,170.470,170.470,0
16.02.2014 22:00:00.000,170.434,171.069,169.899,170.325,104668.91880000001
17.02.2014 22:00:00.000,170.324,171.884,170.217,170.754,159561.8804
18.02.2014 22:00:00.000,170.761,171.161,169.602,170.629,142993.4396
19.02.2014 22:00:00.000,170.629,170.790,169.225,170.283,173952.9801
20.02.2014 22:00:00.000,170.264,171.739,170.103,170.244,151372.03009999997
21.02.2014 22:00:00.000,170.244,170.244,170.244,170.244,0
22.02.2014 22:00:00.000,170.244,170.244,170.244,170.244,0
23.02.2014 22:00:00.000,170.375,170.855,169.856,170.724,135273.02009999997
24.02.2014 22:00:00.000,170.724,171.089,170.061,170.525,148855.84890000004
25.02.2014 22:00:00.000,170.525,170.944,169.954,170.650,154626.4998
26.02.2014 22:00:00.000,170.649,170.824,169.052,170.424,174786.6106
27.02.2014 22:00:00.000,170.424,171.204,169.380,170.353,182656.38999999998
28.02.2014 22:00:00.000,170.353,170.353,170.353,170.353,0
01.03.2014 22:00:00.000,170.353,170.353,170.353,170.353,0
02.03.2014 22:00:00.000,169.584,170.084,168.826,169.064,152019.16939999998
03.03.2014 22:00:00.000,169.064,170.517,168.959,170.326,140989.34029999998
04.03.2014 22:00:00.000,170.299,171.392,170.147,171.040,136224.27190000002
05.03.2014 22:00:00.000,171.019,172.832,170.992,172.519,154251.6307
06.03.2014 22:00:00.000,172.527,173.584,172.041,172.589,129045.5798
07.03.2014 22:00:00.000,172.589,172.589,172.589,172.589,0
08.03.2014 22:00:00.000,172.589,172.589,172.589,172.589,0
09.03.2014 21:00:00.000,172.339,172.864,171.535,171.874,119361.53040000002
10.03.2014 21:00:00.000,171.874,172.121,170.939,171.183,119775.4201
11.03.2014 21:00:00.000,171.182,171.446,170.164,170.755,126436.8795
12.03.2014 21:00:00.000,170.736,171.629,168.711,169.294,155396.0411
13.03.2014 21:00:00.000,169.294,169.364,167.938,168.744,160736.13019999999
14.03.2014 21:00:00.000,168.744,168.744,168.744,168.744,0
15.03.2014 21:00:00.000,168.744,168.744,168.744,168.744,0
16.03.2014 21:00:00.000,168.494,169.602,168.414,169.302,116911.7896
17.03.2014 21:00:00.000,169.302,169.599,167.775,168.314,132186.90039999998
18.03.2014 21:00:00.000,168.309,169.684,168.073,169.212,153693.36940000003
19.03.2014 21:00:00.000,169.199,169.716,168.711,168.964,148044.65049999996
20.03.2014 21:00:00.000,168.967,169.114,168.100,168.546,104296.77999999998
21.03.2014 21:00:00.000,168.546,168.546,168.546,168.546,0
22.03.2014 21:00:00.000,168.546,168.546,168.546,168.546,0
23.03.2014 21:00:00.000,168.097,169.438,168.097,168.674,128314.6986
24.03.2014 21:00:00.000,168.669,169.276,168.379,169.027,139125.4596
25.03.2014 21:00:00.000,169.027,169.684,168.901,169.172,136814.0194
26.03.2014 21:00:00.000,169.164,170.325,168.635,169.724,151957.50019999998
27.03.2014 21:00:00.000,169.724,171.314,169.558,171.059,135359.25050000002
28.03.2014 21:00:00.000,171.059,171.059,171.059,171.059,0
29.03.2014 21:00:00.000,171.059,171.059,171.059,171.059,0
30.03.2014 21:00:00.000,171.439,172.116,170.989,171.985,146511.37949999998
