index,Open,High,Low,Close,Volume,EURJPY_Open,EURJPY_High,EURJPY_Low,EURJPY_Close,EURJPY_Volume,AUDJPY_Open,AUDJPY_High,AUDJPY_Low,AUDJPY_Close,AUDJPY_Volume,USDJPY_Open,USDJPY_High,USDJPY_Low,USDJPY_Close,USDJPY_Volume,barclays_Open,barclays_High,barclays_Low,barclays_Close,barclays_Volume,mitsui_Open,mitsui_High,mitsui_Low,mitsui_Close,mitsui_Volume,nissan_Open,nissan_High,nissan_Low,nissan_Close,nissan_Volume,honda_Open,honda_High,honda_Low,honda_Close,honda_Volume,sony_Open,sony_High,sony_Low,sony_Close,sony_Volume,sonia_tona_diff_tona_sonia_difference,Close_weighted_moving_average,Close_weighted_moving_std_dev,Close_upper_band,Close_lower_band,Close_RSI
2018-07-24,146.146,146.519,145.768,145.777,200842.5277,129.929,130.268,129.408,130.147,293998586914.0626,82.505,82.89,82.087,82.717,165149.7207,111.195,111.383,110.659,110.969,178378560058.594,188.957,190.477,187.217,187.977,49743264.1983,,,,,,,,,,,,,,,,,,,,,0.5247999999999999,146.5557,1.7601402785003315,150.07598055700066,143.03541944299934,39.0950721071697
2018-07-25,146.336,146.485,145.761,145.375,200956.8392,130.146,130.276,129.444,129.509,285966531738.28143,82.717,82.786,81.997,82.04,154285.64130000002,110.967,111.248,110.59,111.22,156507699462.89105,188.677,190.318,188.357,189.358,33306494.236,,,,,,,,,,,,,,,,,,,,,0.523,146.48010000000002,1.7775466208999693,150.03519324179996,142.92500675820008,60.24857804929428
2018-07-26,145.776,145.81,145.267,145.375,168952.65139999997,129.502,129.522,129.127,129.375,261466129882.8127,82.04,82.309,81.865,82.144,137850.0701,111.218,111.249,110.797,111.006,141522142333.98495,189.698,191.418,189.278,190.738,31145783.9013,,,,,,,,,,,,,,,,,,,,,0.5232,146.41255,1.7933104781525804,149.99917095630516,142.82592904369486,12.068965517241395
2018-07-27,145.375,145.375,145.375,145.375,0.0,129.375,129.375,129.375,129.375,0.0,82.144,82.144,82.144,82.144,0.0,111.006,111.006,111.006,111.006,0.0,190.738,190.738,190.738,190.738,0.0,,,,,,,,,,,,,,,,,,,,,0.5242,146.5346,1.61866681334696,149.77193362669394,143.2972663733061,12.068965517241395
2018-07-28,145.375,145.375,145.375,145.809,0.0,129.375,129.375,129.375,129.375,0.0,82.144,82.144,82.144,82.144,0.0,111.006,111.006,111.006,111.006,0.0,190.738,190.738,190.738,190.738,0.0,,,,,,,,,,,,,,,,,,,,,0.5242,146.6548,1.4550221774396934,149.56484435487937,143.74475564512062,20.229494262643442
2018-07-29,145.35,145.925,145.273,146.726,159846.4205,129.305,130.071,129.27,129.954,241231580322.2657,82.093,82.306,82.041,82.208,115656.37,110.931,111.164,110.89,111.059,118891419677.73488,189.658,193.777,189.658,192.837,36779241.6812,,,,,,,,,,,,,,,,,,,,,0.5242,146.5822,1.4105657170456454,149.40333143409129,143.76106856590872,37.201433121019086
2018-07-30,145.8,147.007,145.367,146.642,212274.8596,129.942,131.148,129.699,130.78,282542383544.92206,82.205,83.258,82.148,83.006,159339.44129999998,111.059,111.958,110.75,111.823,169732928710.93784,192.197,196.098,192.197,194.538,37716610.67,,,,,,,,,,,,,,,,,,,,,0.5203,146.46589999999998,1.294629347484307,149.05515869496858,143.87664130503137,40.89715536105039
2018-07-31,146.726,147.146,146.311,152.499,184292.7286,130.775,131.104,130.03,130.263,268379219238.28143,82.979,83.123,82.479,82.711,156685.3795,111.823,112.15,111.391,111.718,149919840087.8911,193.997,195.618,190.278,191.397,37819449.6633,,,,,,,,,,,,,,,,,,,,,0.5153,146.9194,1.6999617147389594,150.31932342947792,143.51947657052207,83.11101549053362
2018-08-01,153.4,153.57,151.941,150.381,190213.1794,135.342,135.473,134.051,134.455,200472537597.6565,88.665,88.846,87.865,88.12,124417.3505,113.092,113.179,112.365,112.638,138573139892.57867,199.878,202.448,198.777,201.847,32732986.2118,,,,,,,,,,,,,,,,,,,,,0.5232,147.0069,1.8325636601276216,150.67202732025524,143.34177267974476,68.16056462284953
2018-08-02,151.272,152.75,148.918,147.882,419385.9089,133.187,134.169,131.985,133.274,329532376953.125,84.59,85.443,84.009,84.996,261144.6388,108.731,109.309,108.045,108.782,321726967285.15643,192.918,194.798,191.597,192.317,74984825.1343,,,,,,,,,,,,,,,,,,,,,0.7616999999999999,146.96945,1.805074002710815,150.57959800542162,143.35930199457837,55.847910944050874
