index,Open,High,Low,Close,Volume,EURJPY_Open,EURJPY_High,EURJPY_Low,EURJPY_Close,EURJPY_Volume,AUDJPY_Open,AUDJPY_High,AUDJPY_Low,AUDJPY_Close,AUDJPY_Volume,USDJPY_Open,USDJPY_High,USDJPY_Low,USDJPY_Close,USDJPY_Volume,barclays_Open,barclays_High,barclays_Low,barclays_Close,barclays_Volume,mitsui_Open,mitsui_High,mitsui_Low,mitsui_Close,mitsui_Volume,nissan_Open,nissan_High,nissan_Low,nissan_Close,nissan_Volume,honda_Open,honda_High,honda_Low,honda_Close,honda_Volume,sony_Open,sony_High,sony_Low,sony_Close,sony_Volume,sonia_tona_diff_tona_sonia_difference,Close_weighted_moving_average,Close_weighted_moving_std_dev,Close_upper_band,Close_lower_band,Close_RSI
2018-01-20,153.483,153.483,153.483,155.1,0.0,135.369,135.369,135.369,135.369,0.0,88.548,88.548,88.548,88.548,0.0,110.817,110.817,110.817,110.817,0.0,200.047,200.047,200.047,200.047,0.0,,,,,,,,,,,,,,,,,,,,,0.5044,,,,,79.17794903839491
2018-01-21,153.558,155.255,153.472,154.385,210788.73010000004,135.666,136.144,135.345,135.998,220656706542.969,88.421,88.992,88.378,88.914,122245.98009999996,110.576,111.223,110.501,110.917,144483569335.938,201.547,209.047,200.797,208.798,86712430.47709998,,,,,,,,,,,,,,,,,,,,,0.5044,,,,,75.43325836750903
2018-01-22,155.1,155.396,153.73,155.506,238970.94019999995,135.995,136.216,135.201,135.662,214228600097.65665,88.903,89.067,87.91,88.23,149460.24090000003,110.913,111.175,110.252,110.297,169063218750.0004,208.548,210.397,207.447,209.048,65214355.2303,,,,,,,,,,,,,,,,,,,,,0.504,,,,,77.12913356733799
2018-01-23,154.385,155.704,154.125,154.634,281656.41299999994,135.66,135.684,134.918,135.508,240472440917.9688,88.227,88.425,87.874,88.035,166444.5207,110.295,110.338,108.966,109.22,197423179199.219,209.048,210.798,208.598,208.998,51968145.6089,,,,,,,,,,,,,,,,,,,,,0.5029,,,,,73.19852726316408
2018-01-24,155.506,156.083,154.423,153.766,341347.57080000004,135.51,136.29,135.042,135.598,295659969238.2813,88.026,88.335,87.705,87.773,193925.6002,109.214,109.7,108.499,109.402,242996618164.0628,207.598,210.448,207.348,209.898,60051075.4586,,,,,,,,,,,,,,,,,,,,,0.498,,,,,69.6646087101619
2018-01-25,154.633,155.85,153.424,153.766,315819.63139999995,135.596,136.139,134.538,134.984,263261300781.2501,87.743,88.497,87.743,88.051,191869.5389,109.401,109.771,108.283,108.606,240980241943.3596,209.298,211.898,209.298,210.048,37504288.196600005,,,,,,,,,,,,,,,,,,,,,0.5028,,,,,78.74387023764614
2018-01-26,153.766,153.766,153.766,153.766,0.0,134.984,134.984,134.984,134.984,0.0,88.051,88.051,88.051,88.051,0.0,108.606,108.606,108.606,108.606,0.0,210.048,210.048,210.048,210.048,0.0,,,,,,,,,,,,,,,,,,,,,0.5033,,,,,58.326143226919754
2018-01-27,153.766,153.766,153.766,153.323,0.0,134.984,134.984,134.984,134.984,0.0,88.051,88.051,88.051,88.051,0.0,108.606,108.606,108.606,108.606,0.0,210.048,210.048,210.048,210.048,0.0,,,,,,,,,,,,,,,,,,,,,0.5033,,,,,55.36445536445538
2018-01-28,153.648,154.02,152.82,153.859,284100.1088,135.044,135.341,134.324,134.908,237747390625.0001,88.057,88.333,87.925,88.168,159746.9399,108.699,109.202,108.51,108.953,197627291259.7658,209.347,210.297,207.397,207.997,53422627.210700005,,,,,,,,,,,,,,,,,,,,,0.5033,,,,,58.61148197596797
2018-01-29,153.321,154.086,151.97,154.953,283301.4008,134.905,135.205,134.129,134.907,247401640380.8594,88.166,88.305,87.462,87.891,178949.19869999995,108.953,109.202,108.412,108.769,218495328125.0001,205.998,206.948,200.047,201.797,61709229.9462,,,,,,,,,,,,,,,,,,,,,0.5043,153.0085,2.6757814697176308,158.36006293943527,147.65693706056473,56.152758132956215
2018-01-30,153.842,155.345,153.558,156.003,298186.5195,134.895,136.051,134.825,135.54,241623991210.9377,87.887,88.492,87.64,87.946,191298.3104,108.77,109.444,108.596,109.188,212665990478.5158,201.897,204.097,199.077,199.377,100431636.8104,,,,,,,,,,,,,,,,,,,,,0.5067,153.4739,2.3034428214260085,158.080785642852,148.86701435714798,59.29087327642801
2018-01-31,154.936,156.44,154.875,152.008,284707.6807,135.539,136.959,135.438,136.837,233451721191.4065,87.938,88.127,87.49,87.936,177316.79129999995,109.187,109.749,109.094,109.402,200057129150.391,201.197,202.998,197.057,197.157,56361477.8519,,,,,,,,,,,,,,,,,,,,,0.5168,153.8432,1.073023450962698,155.98924690192538,151.6971530980746,44.0094224677118
2018-02-01,152.549,152.82,151.755,155.523,162875.52919999996,135.388,135.504,134.804,135.163,192873320800.7816,87.882,88.231,87.693,88.14,102060.7001,112.277,112.608,112.17,112.503,105857559326.1724,203.147,204.298,202.447,203.798,42877023.6969,,,,,,,,,,,,,,,,,,,,,0.5086,153.9986,1.0803312552419997,156.159262510484,151.837937489516,56.44509035763933
2018-02-02,155.523,155.523,155.523,145.885,0.0,137.175,137.175,137.175,137.175,0.0,87.237,87.237,87.237,87.237,0.0,110.137,110.137,110.137,110.137,0.0,195.517,195.517,195.517,195.517,0.0,,,,,,,,,,,,,,,,,,,,,0.5052,153.67255,2.0943929524981173,157.86133590499622,149.48376409500378,35.08089852340552
2018-02-03,145.885,145.885,145.885,149.843,0.0,130.197,130.197,130.197,130.197,0.0,82.052,82.052,82.052,82.052,0.0,105.718,105.718,105.718,105.718,0.0,205.597,205.597,205.597,205.597,0.0,,,,,,,,,,,,,,,,,,,,,0.5052,153.54915,2.2460519578514893,158.04125391570298,149.057046084297,40.546664269016325
2018-02-04,148.678,149.956,148.49,148.217,234967.05010000005,130.258,130.918,129.985,130.815,248576059082.0314,81.115,81.992,80.932,81.916,155115.61090000003,105.878,106.655,105.692,106.607,185396949096.68,206.697,208.398,205.397,207.447,54022651.1955,,,,,,,,,,,,,,,,,,,,,0.5052,153.26454999999999,2.539504996834503,158.343559993669,148.18554000633097,39.26034266610949
2018-02-05,149.111,149.462,147.6,146.146,225014.9798,131.297,131.671,130.268,130.913,231570379882.8126,82.299,82.576,81.75,82.239,127080.7504,109.837,109.916,108.929,109.191,125883889770.50836,205.497,206.448,201.997,203.047,50825818.3003,,,,,,,,,,,,,,,,,,,,,0.5059,152.85660000000001,2.9805984987123484,158.81779699742472,146.8954030025753,34.224364592462706
2018-02-06,146.146,146.146,146.146,145.863,0.0,127.671,127.671,127.671,127.671,0.0,82.847,82.847,82.847,82.847,0.0,109.508,109.508,109.508,109.508,0.0,200.797,200.797,200.797,200.797,0.0,,,,,,,,,,,,,,,,,,,,,0.5036,152.4756,3.3592779988688264,159.19415599773765,145.75704400226232,34.91763249303571
