Gmt time,Open,High,Low,Close,Volume
31.12.2013 22:00:00.000,93.802,93.802,93.802,93.802,0
01.01.2014 22:00:00.000,93.486,93.966,93.153,93.355,118431.0805
02.01.2014 22:00:00.000,93.350,94.037,92.895,93.754,136869.49970000004
03.01.2014 22:00:00.000,93.754,93.754,93.754,93.754,0
04.01.2014 22:00:00.000,93.754,93.754,93.754,93.754,0
05.01.2014 22:00:00.000,93.894,94.069,93.196,93.447,128274.9898
06.01.2014 22:00:00.000,93.449,93.539,92.991,93.358,127741.67869999999
07.01.2014 22:00:00.000,93.343,93.822,93.223,93.316,138363.40989999997
08.01.2014 22:00:00.000,93.315,93.427,92.933,93.267,116045.7701
09.01.2014 22:00:00.000,93.267,93.714,93.035,93.664,125947.8109
10.01.2014 22:00:00.000,93.664,93.664,93.664,93.664,0
11.01.2014 22:00:00.000,93.664,93.664,93.664,93.664,0
12.01.2014 22:00:00.000,93.567,93.854,93.181,93.238,149618.66950000002
13.01.2014 22:00:00.000,93.237,93.553,92.972,93.426,148567.68069999997
14.01.2014 22:00:00.000,93.419,93.429,92.729,93.208,123484.4013
15.01.2014 22:00:00.000,93.197,93.251,91.623,92.030,136377.00000000003
16.01.2014 22:00:00.000,92.030,92.126,91.404,91.546,104634.7409
17.01.2014 22:00:00.000,91.546,91.546,91.546,91.546,0
18.01.2014 22:00:00.000,91.546,91.546,91.546,91.546,0
19.01.2014 22:00:00.000,91.415,91.862,91.050,91.775,90719.61990000002
20.01.2014 22:00:00.000,91.773,92.433,91.543,91.829,120690.49989999998
21.01.2014 22:00:00.000,91.829,92.693,91.670,92.507,131772.6495
22.01.2014 22:00:00.000,92.507,92.614,90.230,90.537,197747.78100000005
23.01.2014 22:00:00.000,90.537,90.861,88.534,88.749,203395.84999999998
24.01.2014 22:00:00.000,88.749,88.749,88.749,88.749,0
25.01.2014 22:00:00.000,88.749,88.749,88.749,88.749,0
26.01.2014 22:00:00.000,88.855,90.076,88.440,89.599,210759.641
27.01.2014 22:00:00.000,89.600,90.966,89.542,90.359,170411.78949999998
28.01.2014 22:00:00.000,90.329,91.112,89.025,89.374,224181.46019999997
29.01.2014 22:00:00.000,89.372,90.455,88.968,90.326,182279.1185
30.01.2014 22:00:00.000,90.316,90.727,88.860,89.265,185396.6989
31.01.2014 22:00:00.000,89.265,89.265,89.265,89.265,0
01.02.2014 22:00:00.000,89.265,89.265,89.265,89.265,0
02.02.2014 22:00:00.000,89.418,89.839,88.241,88.369,188808.9575
03.02.2014 22:00:00.000,88.357,90.896,88.254,90.703,189485.26979999998
04.02.2014 22:00:00.000,90.703,90.789,89.828,90.381,173945.99979999996
05.02.2014 22:00:00.000,90.381,91.647,90.361,91.471,148839.5194
06.02.2014 22:00:00.000,91.462,91.859,90.906,91.630,149807.59939999998
07.02.2014 22:00:00.000,91.630,91.630,91.630,91.630,0
08.02.2014 22:00:00.000,91.630,91.630,91.630,91.630,0
09.02.2014 22:00:00.000,91.814,91.866,90.927,91.505,109262.93089999999
10.02.2014 22:00:00.000,91.504,92.893,91.340,92.758,131217.3291
11.02.2014 22:00:00.000,92.756,92.970,92.295,92.542,112179.6197
12.02.2014 22:00:00.000,92.539,92.544,91.118,91.734,132349.46969999996
13.02.2014 22:00:00.000,91.733,92.296,91.328,91.965,141458.63940000001
14.02.2014 22:00:00.000,91.965,91.965,91.965,91.965,0
15.02.2014 22:00:00.000,91.965,91.965,91.965,91.965,0
16.02.2014 22:00:00.000,92.100,92.169,91.681,92.038,109015.9291
17.02.2014 22:00:00.000,92.038,92.973,92.008,92.387,169262.65920000002
18.02.2014 22:00:00.000,92.384,92.462,91.851,92.065,146475.0593
19.02.2014 22:00:00.000,92.065,92.334,91.066,92.099,154360.9698
20.02.2014 22:00:00.000,92.100,92.405,91.828,91.979,110331.66990000001
21.02.2014 22:00:00.000,91.979,91.979,91.979,91.979,0
22.02.2014 22:00:00.000,91.979,91.979,91.979,91.979,0
23.02.2014 22:00:00.000,92.022,92.744,91.578,92.605,111741.45080000002
24.02.2014 22:00:00.000,92.595,92.781,91.990,92.198,117797.9305
25.02.2014 22:00:00.000,92.198,92.370,91.587,91.793,126938.0903
26.02.2014 22:00:00.000,91.793,91.831,90.702,91.553,141706.0419
27.02.2014 22:00:00.000,91.552,91.626,90.687,90.825,144873.02960000004
28.02.2014 22:00:00.000,90.825,90.825,90.825,90.825,0
01.03.2014 22:00:00.000,90.825,90.825,90.825,90.825,0
02.03.2014 22:00:00.000,90.265,90.757,90.053,90.651,134952.6598
03.03.2014 22:00:00.000,90.652,91.570,90.487,91.481,136290.90039999998
04.03.2014 22:00:00.000,91.473,92.080,91.272,91.904,137307.9698
05.03.2014 22:00:00.000,91.906,93.869,91.869,93.674,146223.20059999998
