Gmt time,Open,High,Low,Close,Volume
31.12.2013 22:00:00.000,144.618,144.618,144.618,144.618,0
01.01.2014 22:00:00.000,144.814,145.109,142.842,143.246,170246089965.82053
02.01.2014 22:00:00.000,143.238,143.314,141.962,142.424,147227731201.1722
03.01.2014 22:00:00.000,142.424,142.424,142.424,142.424,0
04.01.2014 22:00:00.000,142.424,142.424,142.424,142.424,0
05.01.2014 22:00:00.000,142.493,142.776,141.499,142.025,153936120361.3284
06.01.2014 22:00:00.000,142.025,142.591,141.943,142.391,144292489746.09412
07.01.2014 22:00:00.000,142.391,143.169,142.120,142.323,165573708984.3753
08.01.2014 22:00:00.000,142.330,143.032,142.042,142.645,153510189453.1254
09.01.2014 22:00:00.000,142.651,143.061,142.057,142.321,158418859863.2816
10.01.2014 22:00:00.000,142.321,142.321,142.321,142.321,0
11.01.2014 22:00:00.000,142.321,142.321,142.321,142.321,0
12.01.2014 22:00:00.000,142.232,142.343,140.498,140.793,154733670654.29718
13.01.2014 22:00:00.000,140.793,142.630,140.741,142.549,164795729736.3284
14.01.2014 22:00:00.000,142.551,142.608,141.799,142.239,144905780029.2972
15.01.2014 22:00:00.000,142.244,142.909,141.708,142.113,145665569335.9378
16.01.2014 22:00:00.000,142.114,142.161,140.970,141.199,126864490722.6568
17.01.2014 22:00:00.000,141.199,141.199,141.199,141.199,0
18.01.2014 22:00:00.000,141.199,141.199,141.199,141.199,0
19.01.2014 22:00:00.000,141.076,141.379,140.320,141.167,99067809570.3127
20.01.2014 22:00:00.000,141.167,141.855,141.031,141.417,140136339355.4689
21.01.2014 22:00:00.000,141.417,141.829,141.055,141.598,135334699584.96132
22.01.2014 22:00:00.000,141.590,142.415,141.030,141.430,194343629638.67218
23.01.2014 22:00:00.000,141.428,141.772,139.758,139.901,225934178955.0783
24.01.2014 22:00:00.000,139.901,139.901,139.901,139.901,0
25.01.2014 22:00:00.000,139.901,139.901,139.901,139.901,0
26.01.2014 22:00:00.000,139.823,140.696,139.142,140.208,214169810791.0159
