Gmt time,tona_rate,sonia_rate,tona_sonia_difference
2015-01-17,0.074,0.4372,0.36319999999999997
2015-01-18,0.074,0.4372,0.36319999999999997
2015-01-19,0.074,0.4422,0.36819999999999997
2015-01-20,0.077,0.4338,0.3568
2015-01-21,0.074,0.4366,0.3626
2015-01-22,0.075,0.4325,0.3575
2015-01-23,0.073,0.4461,0.3731
2015-01-24,0.073,0.4461,0.3731
2015-01-25,0.073,0.4461,0.3731
2015-01-26,0.071,0.4443,0.37329999999999997
2015-01-27,0.073,0.4322,0.35919999999999996
2015-01-28,0.087,0.4474,0.36040000000000005
2015-01-29,0.071,0.4407,0.3697
2015-01-30,0.071,0.4195,0.3485
2015-01-31,0.071,0.4195,0.3485
2015-02-01,0.071,0.4195,0.3485
2015-02-02,0.071,0.4443,0.37329999999999997
2015-02-03,0.073,0.45,0.377
2015-02-04,0.075,0.4345,0.3595
2015-02-05,0.076,0.4427,0.36669999999999997
2015-02-06,0.073,0.4453,0.37229999999999996
2015-02-07,0.073,0.4453,0.37229999999999996
2015-02-08,0.073,0.4453,0.37229999999999996
2015-02-09,0.081,0.4427,0.36169999999999997
2015-02-10,0.074,0.441,0.367
2015-02-11,0.074,0.441,0.367
2015-02-12,0.074,0.4423,0.3683
2015-02-13,0.073,0.4524,0.3794
2015-02-14,0.073,0.4524,0.3794
2015-02-15,0.073,0.4524,0.3794
2015-02-16,0.075,0.4562,0.3812
2015-02-17,0.079,0.4625,0.3835
2015-02-18,0.077,0.4643,0.3873
2015-02-19,0.082,0.4654,0.38339999999999996
2015-02-20,0.075,0.4568,0.3818
2015-02-21,0.075,0.4568,0.3818
2015-02-22,0.075,0.4568,0.3818
2015-02-23,0.078,0.4505,0.3725
2015-02-24,0.077,0.4598,0.3828
2015-02-25,0.086,0.4574,0.37139999999999995
2015-02-26,0.075,0.4669,0.39189999999999997
2015-02-27,0.074,0.4442,0.3702
2015-02-28,0.074,0.4442,0.3702
2015-03-01,0.074,0.4442,0.3702
2015-03-02,0.075,0.4639,0.38889999999999997
2015-03-03,0.075,0.4605,0.3855
2015-03-04,0.075,0.4575,0.3825
2015-03-05,0.08,0.4628,0.3828
2015-03-06,0.075,0.4576,0.3826
2015-03-07,0.075,0.4576,0.3826
2015-03-08,0.075,0.4576,0.3826
2015-03-09,0.076,0.4627,0.3867
2015-03-10,0.076,0.4589,0.38289999999999996
2015-03-11,0.083,0.4559,0.3729
2015-03-12,0.076,0.4521,0.3761
2015-03-13,0.075,0.4529,0.3779
2015-03-14,0.075,0.4529,0.3779
2015-03-15,0.075,0.4529,0.3779
2015-03-16,0.075,0.4496,0.3746
2015-03-17,0.075,0.452,0.377
2015-03-18,0.075,0.4607,0.3857
2015-03-19,0.071,0.457,0.386
2015-03-20,0.066,0.4599,0.3939
2015-03-21,0.066,0.4599,0.3939
2015-03-22,0.066,0.4599,0.3939
2015-03-23,0.065,0.4607,0.3957
2015-03-24,0.064,0.464,0.4
2015-03-25,0.065,0.4586,0.3936
2015-03-26,0.065,0.4554,0.3904
2015-03-27,0.067,0.4637,0.3967
2015-03-28,0.067,0.4637,0.3967
2015-03-29,0.067,0.4637,0.3967
2015-03-30,0.064,0.4615,0.3975
2015-03-31,0.015,0.4217,0.4067
2015-04-01,0.056,0.4573,0.4013
2015-04-02,0.057,0.4555,0.3985
2015-04-03,0.057,0.4555,0.3985
2015-04-04,0.057,0.4555,0.3985
2015-04-05,0.057,0.4555,0.3985
2015-04-06,0.057,0.4555,0.3985
2015-04-07,0.058,0.4561,0.3981
2015-04-08,0.059,0.4541,0.3951
2015-04-09,0.059,0.4526,0.3936
2015-04-10,0.061,0.4547,0.3937
2015-04-11,0.061,0.4547,0.3937
2015-04-12,0.061,0.4547,0.3937
2015-04-13,0.06,0.4537,0.3937
2015-04-14,0.059,0.4575,0.3985
2015-04-15,0.061,0.4577,0.3967
2015-04-16,0.066,0.4601,0.3941
2015-04-17,0.063,0.4609,0.3979
2015-04-18,0.063,0.4609,0.3979
2015-04-19,0.063,0.4609,0.3979
2015-04-20,0.062,0.4547,0.3927
2015-04-21,0.062,0.4593,0.3973
2015-04-22,0.062,0.459,0.397
2015-04-23,0.063,0.4585,0.3955
2015-04-24,0.065,0.461,0.396
2015-04-25,0.065,0.461,0.396
2015-04-26,0.065,0.461,0.396
2015-04-27,0.064,0.4651,0.4011
2015-04-28,0.064,0.4566,0.3926
2015-04-29,0.064,0.4566,0.3926
2015-04-30,0.063,0.4529,0.3899
2015-05-01,0.068,0.4623,0.3943
2015-05-02,0.068,0.4623,0.3943
2015-05-03,0.068,0.4623,0.3943
2015-05-04,0.068,0.4623,0.3943
2015-05-05,0.068,0.4623,0.3943
2015-05-06,0.068,0.4623,0.3943
2015-05-07,0.065,0.4611,0.3961
2015-05-08,0.068,0.4621,0.3941
2015-05-09,0.068,0.4621,0.3941
2015-05-10,0.068,0.4621,0.3941
2015-05-11,0.067,0.4583,0.3913
2015-05-12,0.067,0.461,0.394
2015-05-13,0.068,0.4613,0.3933
2015-05-14,0.068,0.4615,0.3935
2015-05-15,0.07,0.4605,0.3905
2015-05-16,0.07,0.4605,0.3905
2015-05-17,0.07,0.4605,0.3905
2015-05-18,0.068,0.4605,0.3925
2015-05-19,0.069,0.4644,0.3954
2015-05-20,0.069,0.4661,0.3971
2015-05-21,0.07,0.4596,0.3896
2015-05-22,0.072,0.47,0.39799999999999996
2015-05-23,0.072,0.47,0.39799999999999996
2015-05-24,0.072,0.47,0.39799999999999996
2015-05-25,0.072,0.47,0.39799999999999996
2015-05-26,0.071,0.4624,0.39139999999999997
2015-05-27,0.074,0.4629,0.38889999999999997
2015-05-28,0.071,0.4638,0.3928
2015-05-29,0.073,0.4506,0.3776
2015-05-30,0.073,0.4506,0.3776
2015-05-31,0.073,0.4506,0.3776
2015-06-01,0.073,0.4603,0.3873
2015-06-02,0.075,0.4554,0.3804
2015-06-03,0.074,0.4602,0.3862
2015-06-04,0.073,0.4625,0.3895
2015-06-05,0.075,0.4592,0.3842
2015-06-06,0.075,0.4592,0.3842
2015-06-07,0.075,0.4592,0.3842
2015-06-08,0.073,0.4599,0.38689999999999997
2015-06-09,0.074,0.4593,0.3853
2015-06-10,0.089,0.4639,0.3749
2015-06-11,0.074,0.4621,0.3881
2015-06-12,0.074,0.4596,0.3856
2015-06-13,0.074,0.4596,0.3856
2015-06-14,0.074,0.4596,0.3856
2015-06-15,0.073,0.4587,0.3857
2015-06-16,0.073,0.4626,0.3896
2015-06-17,0.076,0.4613,0.3853
2015-06-18,0.074,0.4603,0.3863
2015-06-19,0.074,0.4584,0.38439999999999996
2015-06-20,0.074,0.4584,0.38439999999999996
2015-06-21,0.074,0.4584,0.38439999999999996
2015-06-22,0.073,0.4602,0.3872
2015-06-23,0.074,0.4613,0.3873
2015-06-24,0.077,0.4561,0.3791
2015-06-25,0.073,0.4573,0.3843
2015-06-26,0.073,0.4577,0.3847
2015-06-27,0.073,0.4577,0.3847
2015-06-28,0.073,0.4577,0.3847
2015-06-29,0.072,0.4551,0.3831
2015-06-30,0.011,0.3947,0.3837
2015-07-01,0.062,0.4581,0.3961
2015-07-02,0.072,0.4528,0.38079999999999997
2015-07-03,0.075,0.4564,0.38139999999999996
2015-07-04,0.075,0.4564,0.38139999999999996
2015-07-05,0.075,0.4564,0.38139999999999996
2015-07-06,0.075,0.4515,0.3765
2015-07-07,0.075,0.4539,0.3789
2015-07-08,0.075,0.457,0.382
2015-07-09,0.075,0.4549,0.3799
2015-07-10,0.076,0.4525,0.3765
2015-07-11,0.076,0.4525,0.3765
2015-07-12,0.076,0.4525,0.3765
2015-07-13,0.075,0.4521,0.3771
2015-07-14,0.076,0.4545,0.3785
2015-07-15,0.076,0.4561,0.3801
2015-07-16,0.075,0.4578,0.3828
2015-07-17,0.074,0.457,0.383
2015-07-18,0.074,0.457,0.383
2015-07-19,0.074,0.457,0.383
2015-07-20,0.074,0.457,0.383
2015-07-21,0.076,0.4597,0.3837
2015-07-22,0.075,0.4524,0.3774
2015-07-23,0.076,0.4548,0.37879999999999997
2015-07-24,0.076,0.4535,0.3775
2015-07-25,0.076,0.4535,0.3775
2015-07-26,0.076,0.4535,0.3775
2015-07-27,0.075,0.4536,0.3786
2015-07-28,0.075,0.4563,0.3813
2015-07-29,0.074,0.4551,0.3811
2015-07-30,0.075,0.4571,0.3821
2015-07-31,0.064,0.4481,0.3841
2015-08-01,0.064,0.4481,0.3841
2015-08-02,0.064,0.4481,0.3841
2015-08-03,0.074,0.4573,0.3833
2015-08-04,0.076,0.4575,0.3815
2015-08-05,0.078,0.4563,0.37829999999999997
2015-08-06,0.076,0.4591,0.3831
2015-08-07,0.076,0.4594,0.38339999999999996
2015-08-08,0.076,0.4594,0.38339999999999996
2015-08-09,0.076,0.4594,0.38339999999999996
2015-08-10,0.075,0.459,0.384
2015-08-11,0.076,0.4607,0.3847
2015-08-12,0.077,0.4589,0.38189999999999996
2015-08-13,0.075,0.4587,0.3837
2015-08-14,0.076,0.4613,0.3853
2015-08-15,0.076,0.4613,0.3853
2015-08-16,0.076,0.4613,0.3853
2015-08-17,0.077,0.4614,0.38439999999999996
2015-08-18,0.083,0.4525,0.3695
2015-08-19,0.077,0.455,0.378
2015-08-20,0.076,0.4607,0.3847
2015-08-21,0.077,0.4628,0.3858
2015-08-22,0.077,0.4628,0.3858
2015-08-23,0.077,0.4628,0.3858
2015-08-24,0.076,0.4612,0.3852
2015-08-25,0.076,0.4612,0.3852
2015-08-26,0.08,0.4638,0.3838
2015-08-27,0.076,0.4604,0.38439999999999996
2015-08-28,0.076,0.4526,0.3766
2015-08-29,0.076,0.4526,0.3766
2015-08-30,0.076,0.4526,0.3766
2015-08-31,0.076,0.4526,0.3766
2015-09-01,0.076,0.4586,0.3826
2015-09-02,0.077,0.4594,0.38239999999999996
2015-09-03,0.077,0.4579,0.38089999999999996
2015-09-04,0.076,0.4511,0.3751
2015-09-05,0.076,0.4511,0.3751
2015-09-06,0.076,0.4511,0.3751
2015-09-07,0.075,0.4591,0.3841
2015-09-08,0.075,0.4536,0.3786
2015-09-09,0.075,0.4619,0.38689999999999997
2015-09-10,0.076,0.4641,0.3881
2015-09-11,0.076,0.4636,0.3876
2015-09-12,0.076,0.4636,0.3876
2015-09-13,0.076,0.4636,0.3876
2015-09-14,0.076,0.4606,0.3846
2015-09-15,0.076,0.4553,0.37929999999999997
2015-09-16,0.091,0.4528,0.3618
2015-09-17,0.076,0.4548,0.37879999999999997
2015-09-18,0.077,0.4582,0.3812
2015-09-19,0.077,0.4582,0.3812
2015-09-20,0.077,0.4582,0.3812
2015-09-21,0.077,0.4582,0.3812
2015-09-22,0.077,0.4582,0.3812
2015-09-23,0.077,0.4582,0.3812
2015-09-24,0.076,0.4615,0.3855
2015-09-25,0.077,0.4615,0.3845
2015-09-26,0.077,0.4615,0.3845
2015-09-27,0.077,0.4615,0.3845
2015-09-28,0.076,0.4584,0.38239999999999996
2015-09-29,0.076,0.4597,0.3837
2015-09-30,0.01,0.3518,0.3418
2015-10-01,0.076,0.4596,0.3836
2015-10-02,0.076,0.4599,0.38389999999999996
2015-10-03,0.076,0.4599,0.38389999999999996
2015-10-04,0.076,0.4599,0.38389999999999996
2015-10-05,0.077,0.4591,0.3821
2015-10-06,0.077,0.465,0.388
2015-10-07,0.076,0.4621,0.3861
2015-10-08,0.077,0.4729,0.3959
2015-10-09,0.075,0.4692,0.3942
2015-10-10,0.075,0.4692,0.3942
2015-10-11,0.075,0.4692,0.3942
2015-10-12,0.075,0.4692,0.3942
2015-10-13,0.076,0.4577,0.3817
2015-10-14,0.076,0.4583,0.3823
2015-10-15,0.076,0.4603,0.3843
2015-10-16,0.077,0.4613,0.3843
2015-10-17,0.077,0.4613,0.3843
2015-10-18,0.077,0.4613,0.3843
2015-10-19,0.076,0.4642,0.3882
2015-10-20,0.076,0.4619,0.38589999999999997
2015-10-21,0.076,0.465,0.389
2015-10-22,0.076,0.4649,0.38889999999999997
2015-10-23,0.077,0.4603,0.3833
2015-10-24,0.077,0.4603,0.3833
2015-10-25,0.077,0.4603,0.3833
2015-10-26,0.076,0.462,0.386
2015-10-27,0.076,0.4633,0.3873
2015-10-28,0.076,0.46,0.384
2015-10-29,0.076,0.4617,0.3857
2015-10-30,0.074,0.4482,0.3742
2015-10-31,0.074,0.4482,0.3742
2015-11-01,0.074,0.4482,0.3742
2015-11-02,0.076,0.4638,0.3878
2015-11-03,0.076,0.4638,0.3878
2015-11-04,0.085,0.4641,0.3791
2015-11-05,0.077,0.4646,0.3876
2015-11-06,0.077,0.4633,0.3863
2015-11-07,0.077,0.4633,0.3863
2015-11-08,0.077,0.4633,0.3863
2015-11-09,0.078,0.464,0.386
2015-11-10,0.077,0.4667,0.3897
2015-11-11,0.078,0.4641,0.3861
2015-11-12,0.078,0.4611,0.3831
2015-11-13,0.078,0.4642,0.3862
2015-11-14,0.078,0.4642,0.3862
2015-11-15,0.078,0.4642,0.3862
2015-11-16,0.078,0.4625,0.3845
2015-11-17,0.078,0.4628,0.3848
2015-11-18,0.084,0.4639,0.37989999999999996
2015-11-19,0.078,0.4634,0.38539999999999996
2015-11-20,0.077,0.4627,0.3857
2015-11-21,0.077,0.4627,0.3857
2015-11-22,0.077,0.4627,0.3857
2015-11-23,0.077,0.4627,0.3857
2015-11-24,0.078,0.4628,0.3848
2015-11-25,0.078,0.4661,0.3881
2015-11-26,0.076,0.4621,0.3861
2015-11-27,0.077,0.4723,0.3953
2015-11-28,0.077,0.4723,0.3953
2015-11-29,0.077,0.4723,0.3953
2015-11-30,0.076,0.4539,0.3779
2015-12-01,0.076,0.4617,0.3857
2015-12-02,0.077,0.4638,0.3868
2015-12-03,0.077,0.4626,0.3856
2015-12-04,0.076,0.4622,0.3862
2015-12-05,0.076,0.4622,0.3862
2015-12-06,0.076,0.4622,0.3862
2015-12-07,0.077,0.4715,0.39449999999999996
2015-12-08,0.076,0.4615,0.3855
2015-12-09,0.076,0.4638,0.3878
2015-12-10,0.077,0.4613,0.3843
2015-12-11,0.076,0.4623,0.3863
2015-12-12,0.076,0.4623,0.3863
2015-12-13,0.076,0.4623,0.3863
2015-12-14,0.076,0.4642,0.3882
2015-12-15,0.076,0.4614,0.38539999999999996
2015-12-16,0.076,0.4644,0.38839999999999997
2015-12-17,0.089,0.4629,0.3739
2015-12-18,0.075,0.4673,0.3923
2015-12-19,0.075,0.4673,0.3923
2015-12-20,0.075,0.4673,0.3923
2015-12-21,0.075,0.4619,0.38689999999999997
2015-12-22,0.074,0.4617,0.3877
2015-12-23,0.074,0.4617,0.3877
2015-12-24,0.086,0.4604,0.37439999999999996
2015-12-25,0.086,0.4604,0.37439999999999996
2015-12-26,0.086,0.4604,0.37439999999999996
2015-12-27,0.086,0.4604,0.37439999999999996
2015-12-28,0.086,0.4604,0.37439999999999996
2015-12-29,0.073,0.4618,0.3888
2015-12-30,0.038,0.4618,0.4238
2015-12-31,0.038,0.4618,0.4238
2016-01-01,0.038,0.4618,0.4238
2016-01-02,0.038,0.4618,0.4238
2016-01-03,0.038,0.4618,0.4238
2016-01-04,0.07,0.4648,0.3948
2016-01-05,0.074,0.4676,0.3936
2016-01-06,0.075,0.4717,0.3967
2016-01-07,0.075,0.4668,0.3918
2016-01-08,0.077,0.466,0.389
2016-01-09,0.077,0.466,0.389
2016-01-10,0.077,0.466,0.389
2016-01-11,0.077,0.466,0.389
2016-01-12,0.075,0.4636,0.3886
2016-01-13,0.075,0.4636,0.3886
2016-01-14,0.075,0.4635,0.3885
2016-01-15,0.075,0.468,0.393
2016-01-16,0.075,0.468,0.393
2016-01-17,0.075,0.468,0.393
2016-01-18,0.074,0.4644,0.39039999999999997
2016-01-19,0.076,0.4632,0.3872
2016-01-20,0.074,0.4638,0.3898
2016-01-21,0.075,0.4693,0.3943
2016-01-22,0.075,0.4716,0.3966
2016-01-23,0.075,0.4716,0.3966
2016-01-24,0.075,0.4716,0.3966
2016-01-25,0.075,0.472,0.39699999999999996
2016-01-26,0.079,0.4669,0.38789999999999997
2016-01-27,0.076,0.468,0.392
2016-01-28,0.074,0.4668,0.3928
2016-01-29,0.066,0.4517,0.3857
2016-01-30,0.066,0.4517,0.3857
2016-01-31,0.066,0.4517,0.3857
2016-02-01,0.058,0.466,0.40800000000000003
2016-02-02,0.061,0.4663,0.4053
2016-02-03,0.064,0.4671,0.4031
2016-02-04,0.066,0.4686,0.4026
2016-02-05,0.068,0.4672,0.3992
2016-02-06,0.068,0.4672,0.3992
2016-02-07,0.068,0.4672,0.3992
2016-02-08,0.072,0.4674,0.3954
2016-02-09,0.073,0.4671,0.3941
2016-02-10,0.072,0.4666,0.3946
2016-02-11,0.072,0.4666,0.3946
2016-02-12,0.071,0.4678,0.3968
2016-02-13,0.071,0.4678,0.3968
2016-02-14,0.071,0.4678,0.3968
2016-02-15,0.074,0.4669,0.39289999999999997
2016-02-16,0.001,0.472,0.471
2016-02-17,-0.002,0.4627,0.4647
2016-02-18,-0.009,0.4618,0.4708
2016-02-19,-0.008,0.4624,0.4704
2016-02-20,-0.008,0.4624,0.4704
2016-02-21,-0.008,0.4624,0.4704
2016-02-22,-0.001,0.4668,0.4678
2016-02-23,-0.001,0.4608,0.4618
2016-02-24,-0.003,0.4637,0.4667
2016-02-25,-0.003,0.4632,0.4662
2016-02-26,-0.002,0.4728,0.4748
2016-02-27,-0.002,0.4728,0.4748
2016-02-28,-0.002,0.4728,0.4748
2016-02-29,-0.001,0.4545,0.4555
2016-03-01,-0.003,0.4672,0.4702
2016-03-02,-0.002,0.466,0.468
2016-03-03,-0.002,0.4666,0.4686
2016-03-04,-0.001,0.4712,0.4722
2016-03-05,-0.001,0.4712,0.4722
2016-03-06,-0.001,0.4712,0.4722
2016-03-07,-0.001,0.4688,0.4698
2016-03-08,0.0,0.4666,0.4666
2016-03-09,-0.001,0.4665,0.4675
2016-03-10,-0.003,0.4681,0.4711
2016-03-11,-0.001,0.472,0.473
2016-03-12,-0.001,0.472,0.473
2016-03-13,-0.001,0.472,0.473
2016-03-14,-0.002,0.4689,0.4709
2016-03-15,-0.002,0.466,0.468
2016-03-16,0.002,0.467,0.465
2016-03-17,-0.003,0.4636,0.4666
2016-03-18,-0.002,0.4664,0.4684
2016-03-19,-0.002,0.4664,0.4684
2016-03-20,-0.002,0.4664,0.4684
2016-03-21,-0.002,0.4664,0.4684
2016-03-22,-0.003,0.464,0.467
2016-03-23,-0.004,0.4694,0.4734
2016-03-24,-0.003,0.4679,0.4709
2016-03-25,-0.003,0.4679,0.4709
2016-03-26,-0.003,0.4679,0.4709
2016-03-27,-0.003,0.4679,0.4709
2016-03-28,-0.003,0.4679,0.4709
2016-03-29,-0.006,0.4656,0.4716
2016-03-30,-0.007,0.4638,0.4708
2016-03-31,-0.002,0.4128,0.4148
2016-04-01,-0.006,0.4651,0.4711
2016-04-02,-0.006,0.4651,0.4711
2016-04-03,-0.006,0.4651,0.4711
2016-04-04,-0.007,0.4632,0.4702
2016-04-05,-0.007,0.4669,0.4739
2016-04-06,-0.007,0.4666,0.4736
2016-04-07,-0.007,0.4643,0.4713
2016-04-08,-0.012,0.466,0.47800000000000004
2016-04-09,-0.012,0.466,0.47800000000000004
2016-04-10,-0.012,0.466,0.47800000000000004
2016-04-11,-0.006,0.4665,0.47250000000000003
2016-04-12,-0.005,0.4722,0.4772
2016-04-13,-0.01,0.4696,0.4796
2016-04-14,-0.005,0.4717,0.4767
2016-04-15,-0.01,0.4719,0.4819
2016-04-16,-0.01,0.4719,0.4819
2016-04-17,-0.01,0.4719,0.4819
2016-04-18,-0.074,0.4699,0.5438999999999999
2016-04-19,-0.078,0.4706,0.5486
2016-04-20,-0.08,0.4646,0.5446
2016-04-21,-0.081,0.4641,0.5451
2016-04-22,-0.08,0.4711,0.5511
2016-04-23,-0.08,0.4711,0.5511
2016-04-24,-0.08,0.4711,0.5511
2016-04-25,-0.075,0.4679,0.5428999999999999
2016-04-26,-0.067,0.4613,0.5283
2016-04-27,-0.058,0.4594,0.5174
2016-04-28,-0.056,0.4616,0.5176000000000001
2016-04-29,-0.056,0.4616,0.5176000000000001
2016-04-30,-0.056,0.4616,0.5176000000000001
2016-05-01,-0.056,0.4616,0.5176000000000001
2016-05-02,-0.056,0.4616,0.5176000000000001
2016-05-03,-0.056,0.4616,0.5176000000000001
2016-05-04,-0.056,0.4616,0.5176000000000001
2016-05-05,-0.056,0.4616,0.5176000000000001
2016-05-06,-0.066,0.4631,0.5291
2016-05-07,-0.066,0.4631,0.5291
2016-05-08,-0.066,0.4631,0.5291
2016-05-09,-0.066,0.463,0.529
2016-05-10,-0.068,0.4606,0.5286
2016-05-11,-0.065,0.4609,0.5259
2016-05-12,-0.063,0.461,0.524
2016-05-13,-0.055,0.4635,0.5185000000000001
2016-05-14,-0.055,0.4635,0.5185000000000001
2016-05-15,-0.055,0.4635,0.5185000000000001
2016-05-16,-0.063,0.4633,0.5263
2016-05-17,-0.058,0.4629,0.5209
2016-05-18,-0.059,0.4648,0.5238
2016-05-19,-0.058,0.4649,0.5229
2016-05-20,-0.053,0.4642,0.5172
2016-05-21,-0.053,0.4642,0.5172
2016-05-22,-0.053,0.4642,0.5172
2016-05-23,-0.057,0.4623,0.5193
2016-05-24,-0.055,0.4669,0.5219
2016-05-25,-0.055,0.4651,0.5201
2016-05-26,-0.054,0.4653,0.5193
2016-05-27,-0.049,0.4666,0.5156000000000001
2016-05-28,-0.049,0.4666,0.5156000000000001
2016-05-29,-0.049,0.4666,0.5156000000000001
2016-05-30,-0.049,0.4666,0.5156000000000001
2016-05-31,-0.054,0.4542,0.5082
2016-06-01,-0.054,0.4633,0.5173
2016-06-02,-0.055,0.461,0.516
2016-06-03,-0.046,0.4651,0.5111
2016-06-04,-0.046,0.4651,0.5111
2016-06-05,-0.046,0.4651,0.5111
2016-06-06,-0.05,0.4624,0.5124
2016-06-07,-0.049,0.4632,0.5122
2016-06-08,-0.049,0.4607,0.5097
2016-06-09,-0.05,0.4612,0.5112
2016-06-10,-0.049,0.4607,0.5097
2016-06-11,-0.049,0.4607,0.5097
2016-06-12,-0.049,0.4607,0.5097
2016-06-13,-0.05,0.4578,0.5078
2016-06-14,-0.05,0.4593,0.5093
2016-06-15,-0.053,0.4597,0.5127
2016-06-16,-0.057,0.464,0.521
2016-06-17,-0.057,0.4613,0.5183
2016-06-18,-0.057,0.4613,0.5183
2016-06-19,-0.057,0.4613,0.5183
2016-06-20,-0.057,0.4604,0.5174
2016-06-21,-0.059,0.4589,0.5179
2016-06-22,-0.061,0.4618,0.5227999999999999
2016-06-23,-0.061,0.4604,0.5214
2016-06-24,-0.062,0.4581,0.5201
2016-06-25,-0.062,0.4581,0.5201
2016-06-26,-0.062,0.4581,0.5201
2016-06-27,-0.061,0.4584,0.5194
2016-06-28,-0.062,0.4585,0.5205
2016-06-29,-0.061,0.4569,0.5179
2016-06-30,-0.064,0.4416,0.5056
2016-07-01,-0.058,0.4635,0.5215000000000001
2016-07-02,-0.058,0.4635,0.5215000000000001
2016-07-03,-0.058,0.4635,0.5215000000000001
2016-07-04,-0.057,0.4655,0.5225000000000001
2016-07-05,-0.054,0.4601,0.5141
2016-07-06,-0.056,0.4608,0.5168
2016-07-07,-0.055,0.4612,0.5162
2016-07-08,-0.053,0.461,0.514
2016-07-09,-0.053,0.461,0.514
2016-07-10,-0.053,0.461,0.514
2016-07-11,-0.053,0.4603,0.5133
2016-07-12,-0.05,0.4598,0.5098
2016-07-13,-0.044,0.4593,0.5033
2016-07-14,-0.038,0.3954,0.43339999999999995
2016-07-15,-0.034,0.4666,0.5006
2016-07-16,-0.034,0.4666,0.5006
2016-07-17,-0.034,0.4666,0.5006
2016-07-18,-0.034,0.4666,0.5006
2016-07-19,-0.04,0.4581,0.4981
2016-07-20,-0.037,0.4615,0.4985
2016-07-21,-0.035,0.4671,0.5021
2016-07-22,-0.03,0.4632,0.49319999999999997
2016-07-23,-0.03,0.4632,0.49319999999999997
2016-07-24,-0.03,0.4632,0.49319999999999997
2016-07-25,-0.033,0.4565,0.48950000000000005
2016-07-26,-0.029,0.4603,0.4893
2016-07-27,-0.028,0.4589,0.4869
2016-07-28,-0.031,0.4575,0.48850000000000005
2016-07-29,-0.046,0.4534,0.4994
2016-07-30,-0.046,0.4534,0.4994
2016-07-31,-0.046,0.4534,0.4994
2016-08-01,-0.04,0.457,0.497
2016-08-02,-0.039,0.4604,0.49939999999999996
2016-08-03,-0.041,0.4565,0.4975
2016-08-04,-0.038,0.246,0.284
2016-08-05,-0.037,0.2139,0.2509
2016-08-06,-0.037,0.2139,0.2509
2016-08-07,-0.037,0.2139,0.2509
2016-08-08,-0.045,0.2175,0.2625
2016-08-09,-0.048,0.2107,0.2587
2016-08-10,-0.047,0.2122,0.2592
2016-08-11,-0.047,0.2122,0.2592
2016-08-12,-0.041,0.2111,0.2521
2016-08-13,-0.041,0.2111,0.2521
2016-08-14,-0.041,0.2111,0.2521
2016-08-15,-0.029,0.211,0.24
2016-08-16,-0.044,0.2115,0.2555
2016-08-17,-0.044,0.2098,0.25379999999999997
2016-08-18,-0.045,0.2118,0.2568
2016-08-19,-0.047,0.2146,0.2616
2016-08-20,-0.047,0.2146,0.2616
2016-08-21,-0.047,0.2146,0.2616
2016-08-22,-0.045,0.2133,0.2583
2016-08-23,-0.046,0.2138,0.2598
2016-08-24,-0.047,0.2153,0.2623
2016-08-25,-0.047,0.2174,0.2644
2016-08-26,-0.044,0.2152,0.2592
2016-08-27,-0.044,0.2152,0.2592
2016-08-28,-0.044,0.2152,0.2592
2016-08-29,-0.044,0.2152,0.2592
2016-08-30,-0.046,0.2161,0.2621
2016-08-31,-0.048,0.2018,0.24980000000000002
2016-09-01,-0.049,0.2144,0.2634
2016-09-02,-0.047,0.214,0.261
2016-09-03,-0.047,0.214,0.261
2016-09-04,-0.047,0.214,0.261
2016-09-05,-0.045,0.2168,0.2618
2016-09-06,-0.046,0.2159,0.2619
2016-09-07,-0.047,0.2173,0.2643
2016-09-08,-0.047,0.2189,0.2659
2016-09-09,-0.046,0.219,0.265
2016-09-10,-0.046,0.219,0.265
2016-09-11,-0.046,0.219,0.265
2016-09-12,-0.049,0.2198,0.2688
2016-09-13,-0.057,0.22,0.277
2016-09-14,-0.063,0.2197,0.2827
2016-09-15,-0.065,0.2156,0.2806
2016-09-16,-0.06,0.2141,0.2741
2016-09-17,-0.06,0.2141,0.2741
2016-09-18,-0.06,0.2141,0.2741
2016-09-19,-0.06,0.2141,0.2741
2016-09-20,-0.06,0.213,0.273
2016-09-21,-0.061,0.2155,0.27649999999999997
2016-09-22,-0.061,0.2155,0.27649999999999997
2016-09-23,-0.054,0.2152,0.2692
2016-09-24,-0.054,0.2152,0.2692
2016-09-25,-0.054,0.2152,0.2692
2016-09-26,-0.05,0.2124,0.2624
2016-09-27,-0.045,0.2139,0.2589
2016-09-28,-0.043,0.2144,0.2574
2016-09-29,-0.037,0.2136,0.2506
2016-09-30,-0.06,0.1624,0.2224
2016-10-01,-0.06,0.1624,0.2224
2016-10-02,-0.06,0.1624,0.2224
2016-10-03,-0.044,0.2139,0.2579
2016-10-04,-0.036,0.2139,0.2499
2016-10-05,-0.03,0.2104,0.2404
2016-10-06,-0.02,0.2157,0.2357
2016-10-07,-0.018,0.2134,0.2314
2016-10-08,-0.018,0.2134,0.2314
2016-10-09,-0.018,0.2134,0.2314
2016-10-10,-0.018,0.2134,0.2314
2016-10-11,-0.028,0.2148,0.2428
2016-10-12,-0.032,0.2174,0.2494
2016-10-13,-0.032,0.214,0.246
2016-10-14,-0.035,0.2109,0.2459
2016-10-15,-0.035,0.2109,0.2459
2016-10-16,-0.035,0.2109,0.2459
2016-10-17,-0.048,0.2113,0.2593
